Parameters: data size = 10000054 ratings, movies in common minimum = 6
[42772, 1451, 34309, 34670, 58136]
[68982, 186, 4824, 5726, 70983]
[69139, 766, 25958, 35901, 40216]
[37885, 178, 14864, 39427, 44951]
[29309, 1039, 26543, 38396, 63836]
[14691, 166, 49433, 55838, 59745]
[67370, 106, 19581, 42055, 50704]
[60160, 103, 21631, 42437, 60588]
[67370, 106, 19581, 42055, 50704]
[11579, 1039, 24296, 27324, 38080]
[16932, 2736, 10546, 23963, 36005]
[66932, 258, 15241, 46774, 53245]
[18661, 258, 451, 20989, 26732]
[3556, 2793, 28630, 49577, 60589]
[49909, 942, 8712, 37824, 65685]
[53267, 343, 33669, 63873, 69957]
[31470, 178, 18379, 33714, 70321]
[1838, 265, 8288, 19657, 53761]
[45434, 92, 1744, 8099, 47088]
[28761, 166, 25535, 30629, 69697]
[43106, 99, 25958, 53236, 53799]
[57182, 265, 15339, 50093, 51134]
[12352, 1197, 1214, 41533, 70144]
[31110, 99, 15990, 18188, 57710]
[2552, 228, 14587, 36768, 44852]
[71439, 101, 8603, 41147, 68496]
[37963, 649, 14608, 37976, 70142]
[39362, 44, 33548, 48430, 51924]
[59067, 1248, 22821, 25958, 54817]
[22315, 43, 13962, 55938, 57822]
[40766, 497, 26829, 41677, 45157]
[10217, 1267, 20966, 55403, 65958]
[70152, 350, 1397, 18190, 53285]
[50735, 400, 24809, 31372, 71268]
[36584, 333, 31361, 33631, 41131]
[18899, 69, 43461, 45391, 61887]
[38944, 2944, 25475, 63511, 68662]
[46646, 3248, 37824, 38113, 61775]
[53148, 333, 876, 34694, 58259]
[14691, 166, 49433, 55838, 59745]
[70879, 544, 38617, 64117, 67407]
[41925, 10, 13408, 37126, 39746]
[21932, 532, 17112, 41524, 68660]
[39481, 447, 20503, 47055, 48415]
[29203, 258, 8189, 16560, 60453]
[23786, 362, 38065, 38323, 51302]
[60862, 372, 9384, 10585, 67531]
[50491, 43, 12071, 29896, 59261]
[70409, 106, 5745, 7495, 23028]
[55575, 815, 18159, 44277, 58914]
[42579, 1062, 12527, 12966, 38350]
[63596, 1173, 32256, 45328, 57531]
[12225, 2129, 28916, 52492, 64837]
[64046, 1120, 8866, 56080, 62429]
[4422, 991, 18117, 20627, 65831]
[58535, 703, 39618, 48811, 62970]
[66062, 5, 17985, 25958, 62095]
[69495, 1235, 15109, 47185, 53273]
[51736, 3356, 39300, 41615, 53022]
[55783, 357, 5629, 10420, 10671]
[55417, 11, 3593, 5513, 19491]
[35447, 743, 7249, 9429, 64049]
[61542, 2335, 4808, 37180, 59569]
[17868, 4798, 63925, 64368, 68664]
[65697, 3921, 12465, 34886, 44893]
[16209, 991, 20854, 27858, 29591]
[4750, 1214, 32020, 68638, 71175]
[20582, 396, 9171, 58501, 66762]
[63275, 7, 16608, 29893, 37149]
[42851, 333, 744, 8374, 48132]
[31368, 649, 17486, 31616, 65781]
[23553, 135, 25401, 52018, 56660]
[68202, 2335, 18177, 34474, 38930]
[14086, 219, 5872, 37630, 43440]
[19321, 527, 19619, 24235, 41577]
[13144, 3395, 10630, 11197, 70897]
[11873, 1980, 10741, 21225, 56012]
[4809, 2523, 16111, 43319, 44951]
[43288, 2444, 31051, 47246, 48290]
[34542, 1040, 7269, 8023, 42997]
[7165, 7463, 26543, 28084, 52154]
[12380, 43, 18337, 20448, 32396]
[66887, 2298, 29867, 40043, 40176]
[28779, 797, 7903, 56392, 58608]
[71489, 1843, 16680, 54475, 59907]
[53608, 743, 23533, 55480, 58828]
[51953, 648, 21599, 25958, 56625]
[43171, 1451, 2679, 38975, 49666]
[55585, 131, 24508, 51260, 57596]
[3474, 1248, 25958, 40930, 65831]
[16998, 1038, 5383, 5782, 28423]
[16500, 857, 7498, 47963, 59745]
[18637, 1738, 2790, 40858, 49184]
[1434, 187, 6830, 15990, 66109]
[69865, 588, 19581, 28529, 55860]
[32429, 3147, 10395, 27280, 30576]
[13659, 652, 3992, 30288, 48811]
[44797, 489, 31165, 41489, 49989]
[22465, 2335, 42997, 48158, 69512]
[44554, 2887, 3311, 34595, 43063]
