Parameters: data size = 10000054 ratings, movies in common minimum = 6
[46181,2,126,7169,29910]
[887,26,59,2671,18330]
[55451,11,14,31165,66156]
[17583,5,100,29867,69829]
[37590,11,178,3130,48665]
[5941,33,92,3066,22017]
[54705,72,213,2127,52492]
[19652,35,56,10924,47088]
[68382,11,187,1277,2730]
[11718,5,10,10484,16053]
[392,22,26,5824,27955]
[31837,5,35,194,568]
[70949,6,301,15990,51102]
[57574,42,78,19987,70388]
[11821,5,56,16396,32156]
[62391,5,35,14671,31235]
[43886,22,95,9785,51004]
[3395,10,107,2883,5031]
[35886,23,33,594,40151]
[42572,22,92,39966,51457]
[20054,82,1469,6696,8646]
[13014,5,35,194,24238]
[7454,27,690,4068,23366]
[22336,35,102,4366,63919]
[12321,2,84,7169,29910]
[26215,2,84,7169,29910]
[26859,5,56,16396,42279]
[6065,56,145,2971,16863]
[10662,5,140,61,29074]
[11909,187,199,192,1199]
[10157,2,84,2074,7059]
[59626,7,16,6813,25545]
[47899,5,35,194,568]
[28186,23,44,527,38304]
[53320,26,59,5521,23534]
[13820,5,35,568,6921]
[5405,5,56,4880,25589]
[12584,11,92,12821,50968]
[69334,40,95,17914,25912]
[58358,10,91,1979,13364]
[10735,67,569,21691,47224]
[53636,8,23,14671,30132]
[19286,40,79,6849,40326]
[60562,4,54,13092,38492]
[14043,5,22,29867,48825]
[62465,5,10,13542,14830]
[19530,6,272,17481,47647]
[43782,26,188,2747,26912]
[37542,54,148,8704,32020]
[22696,2,297,12913,32416]
[3465,26,59,1871,31855]
[69408,105,237,3356,35993]
[13375,43,183,25186,63729]
[16414,10,189,14710,44035]
[67026,33,142,594,7822]
[15834,10,33,14394,51051]
[32537,7,635,23605,29350]
[10585,7,35,2841,4207]
[67823,5,35,4207,31029]
[20853,2,64,17251,34595]
[59856,17,211,19630,55466]
[522,14,383,25738,26232]
[10532,33,126,594,52614]
[58655,33,84,7822,39001]
[26012,22,26,2671,40288]
[56301,58,255,10363,60267]
[54598,11,92,1744,24638]
[32579,2,232,27897,65733]
[67179,2,309,12913,20532]
[47100,5,272,771,31835]
[69591,14,114,11443,28190]
[33588,4,416,4674,25475]
[37702,37,88,15101,26264]
[36480,5,107,22439,39974]
[37389,58,1832,5184,37309]
[25057,7,205,740,37232]
[14554,2,64,6849,31294]
[62754,5,35,4207,19440]
[52375,7,170,1441,1770]
[10550,14,47,15990,51061]
[675,17,56,25958,37651]
[22881,4,118,2620,60761]
[57146,4,189,2298,21692]
[37709,8,79,3051,27276]
[61507,2,19,3437,21472]
[14501,11,195,5124,10166]
[58758,26,62,155,26190]
[8493,22,95,2671,13708]
[44287,2,297,12913,65295]
[52717,134,190,5056,66743]
[68282,26,59,2671,47139]
[13565,8,23,23879,50482]
[53320,26,59,5521,23534]
[42648,5,35,7928,32757]
[8053,5,144,4058,65486]
[58847,89,170,5373,23358]
[56381,22,26,20235,60761]
[50555,10,33,38329,41485]
[10228,23,119,2537,2868]
[45014,4,54,14118,33820]
