Parameters: data size = 2000000, movies in common minimum = 6
DISSIMILARITY THRESHOLD = -0.4
[2, 2057, 3265, 6981, 12079]
[3, 1749, 2357, 7008, 10579]
[4, 3663, 9983, 12213, 13193]
[5, 1087, 2169, 4289, 9126]
[6, 2154, 2497, 3695, 6579]
[8, 596, 612, 1949, 8799]
[9, 260, 6445, 8633, 12741]
[10, 1934, 3964, 10725, 12936]
[50, 46, 1010, 7853, 9712]
[56, 256, 3864, 7792, 9067]
[62, 2367, 8843, 10007, 12055]
[64, 780, 2908, 5083, 7622]
[66, 404, 3609, 5562, 6333]
[68, 147, 1666, 6935, 7149]
[71, 93, 3513, 11027, 12120]
[76, 1356, 4441, 9138, 11709]
[77, 341, 853, 4250, 10790]
[78, 261, 2915, 5190, 12839]
[82, 144, 6704, 8261, 8392]
[84, 2909, 4458, 7588, 8013]
[85, 1428, 1906, 5912, 10577]
[86, 2321, 2773, 3493, 9647]
[91, 50, 98, 3023, 11020]
[92, 21, 2915, 3626, 6768]
[93, 50, 4518, 6043, 11211]
[94, 1349, 2915, 9715, 11310]
[95, 3493, 4422, 6361, 13100]
[96, 154, 3240, 9709, 10730]
[97, 441, 632, 785, 6108]
[98, 50, 91, 3023, 11020]
[99, 188, 3101, 3134, 13028]
[102, 2981, 6199, 6813, 7424]
[104, 324, 2148, 2254, 3436]
[107, 1087, 3166, 11303, 11505]
[108, 1272, 4400, 8647, 10216]
[110, 184, 2397, 3134, 6965]
[111, 158, 6995, 8497, 9541]
[112, 3166, 7369, 10029, 11057]
[113, 252, 5841, 11133, 13178]
[114, 362, 1323, 2799, 5403]
[10743, 1679, 5898, 8332, 8948]
[675, 14, 8980, 10234, 12422]
[2091, 4945, 8519, 8799, 10875]
[10185, 1422, 3749, 4122, 6833]
[6289, 134, 2915, 3333, 4732]
[7076, 294, 1332, 5930, 9611]
[2442, 737, 1749, 4513, 12968]
[1489, 126, 497, 1095, 13300]
[3273, 748, 4969, 6447, 11456]
[6030, 107, 7598, 9123, 11667]
[304, 2258, 4994, 7812, 10202]
[8519, 91, 722, 1988, 7966]
[5256, 110, 320, 2620, 3134]
[6059, 211, 5455, 6499, 10517]
[4037, 36, 2602, 9914, 12221]
[4892, 612, 1890, 7007, 12859]
[11042, 178, 1671, 4092, 4488]
[9411, 635, 8005, 11338, 11599]
[840, 1735, 8190, 9721, 11878]
[2659, 111, 1056, 3558, 6834]
[1124, 237, 2314, 2873, 9813]
[411, 828, 7496, 8228, 10110]
[8801, 36, 3120, 6447, 7173]
[5395, 3134, 7714, 8726, 12907]
[8774, 177, 1666, 5435, 9803]
[318, 1345, 3187, 10433, 11853]
[7744, 5, 2609, 4862, 7437]
[8561, 763, 5375, 6830, 8755]
[8531, 252, 5106, 5570, 7327]
[12923, 786, 4300, 4945, 11860]
[13247, 4602, 4862, 9905, 11381]
[6444, 46, 1584, 3221, 11696]
[3226, 320, 4862, 6181, 11519]
[4693, 824, 2299, 4241, 10949]
[12973, 1625, 3609, 10078, 12295]
[5982, 1942, 3151, 6890, 10500]
[2977, 6606, 12141, 12409, 12654]
[1396, 601, 3012, 9979, 13203]
[9573, 126, 819, 2730, 8013]
[11649, 111, 2049, 12038, 13285]
[1540, 91, 3134, 4165, 11996]
[605, 32, 6333, 7812, 10124]
[1032, 151, 2348, 7573, 13081]
[2179, 444, 5936, 10171, 12965]
[6173, 1598, 7263, 11177, 11399]
[2707, 691, 2385, 6199, 13112]
[2659, 111, 1056, 3558, 6834]
[12760, 443, 3311, 3513, 11227]
[1917, 1349, 8057, 9992, 13183]
[12050, 84, 5136, 7729, 7975]
[6648, 152, 6197, 8187, 10739]
[13273, 5810, 10331, 10462, 11020]
[2900, 632, 635, 5067, 8004]
[4562, 104, 6636, 10774, 11505]
[11434, 160, 3568, 6890, 6904]
[6011, 696, 2915, 7087, 7570]
[1116, 1805, 4289, 4991, 13293]
[8757, 237, 2609, 3175, 10081]
[7485, 4374, 6874, 8333, 8602]
[6398, 3311, 7463, 10289, 11915]
[4851, 2505, 4495, 5841, 12152]
[1259, 2387, 7195, 10873, 11357]
[12322, 1928, 8730, 9413, 9914]
[6440, 1280, 1764, 1916, 8433]
[1275, 164, 2790, 4336, 12113]
